"Parsha","Sheet Title","Source Index","Ref","Hebrew Text","English Text","Comment"
"Shemos","חק לישראל - פרשת שמות יום שלישי","12","","<h1><b>זוהר</b></h1>","",""
"Shemos","חק לישראל - פרשת שמות יום שלישי","13","Zohar, Shemot 17","וַיֵּלֶךְ אִישׁ מִבֵּית לֵוִי (י''ט א' בראשית קפ''ד א') דָּא גַבְרִיאֵל כְּמָה דְאַתְּ אָמֵר (דניאל ט') וְהָאִישׁ גַּבְרִיאֵל אֲשֶׁר רָאִיתִי בְחָזוֹן וְגוֹמֵר. מִבֵּית לֵוִי דָּא כְנֶסֶת יִשְׂרָאֵל דְּאַתְיָא מִסִטְרָא דִשְׂמָאלָא. וַיִּקַּח אֶת בַּת לֵוִי דָּא נִשְׁמְתָא (די''א ע''ב) דְּתָנֵינָן בְּשַׁעְתָּא דְאִתְיְילִיד גּוּפָא דְצַדִּיק בְּהָאי עַלְמָא קֻדְשָׁא בְרִיךְ הוּא קָרֵי לֵיה לְגַבְרִיאֵל וְנָטִיל הַהִיא נִשְׁמְתָא דְצַדִּיק דִי בְגִנְתָא וְנַחֲתָא לֵיה לְהָאי גוּפָא דְצַדִּיקָא דְאִתְיְילִיד בְּהָאי עַלְמָא וְאִיהוּ אתְפְּקַד עֲלָה וְנָטִיר לָהּ. וְאִי תֵימָא הַהוּא מַלְאָכָא דְאִתְמָנָא עַל רוּחֵיהוֹן דְּצַדִּיקַיָּיא לַיְלָה שְׁמֵיהּ וְאַתְּ אַמְרַת דְּאִיהּוּ גַבְרִיאֵל. הָכִי הוּא וַדָּאי בְּגִין דְּאָתֵי מִסִטְרָא דִשְׂמָאלָא. וְכָל מָאן דְּאָתֵי מִסִטְרָא דִשְׂמָאלָא הֲכִי אִקְרֵי וַיֵּלֶךְ אִישׁ דָּא עַמְרָם. וַיִּקַּח אֶת בַּת לֵוִי דָּא יוֹכֶבֶד. וּבַת קוֹל נַחֲתַת וְאַמְרַת לֵיהּ לְאִזְדַּוְוגָא בָּהּ דְּהָא קָרִיב זִמְנָא דְפוּרְקְנָא דְיִשְׂרָאֵל עַל יְדָא דִבְּרָא דְאִתְיְילִיד מִנַיְיהוּ. וְקֻדְשָׁא בְרִיךְ הוּא סִיֵּיעַ בֵּיה דְּתָנֵינָן שְׁכִינְתָּא שַׁרְיָיא עַל עַרִסַיְיהוּ וּרְעוּתָא דִלְהוֹן בִּדְבֵקוּתָא חֲדָא הֲוָה בָה בִּשְׁכִינְתָּא וְעַל דָּא לָא אִתְעֲדֵי שְׁכִינְתָּא מֵהַהוּא בְרָא דְאוֹלִידוּ לְקַיְימָא דִכְתִיב (ויקרא כ') וְהִתְקַדִּשְׁתֶּם וִהְיִיתֶם קְדוֹשִׁים. בַּר נַשׁ דִּמְקַדֵּשׁ גַּרְמֵיה מִלְּרַע קֻדְשָׁא בְרִיךְ הוּא מְקַדֵּשׁ לֵיה דִּלְעֵילָא כְמָה דִרְעוּתָא דִלְהוֹן הֲוָה בִדְבֵקוּתָא דִשְׁכִינְתָּא הֲכִי אִתְדַּבְקָא שְׁכִינְתָּא בְהַהוּא עוֹבָדָא מַמָּשׁ דְּעַבְדוּ. אָמַר רִבִּי יִצְחָק זַכָּאִין אִינוּן צַדִּיקַיָּיא דִרְעוּתָא דִּלְהוֹן בִּדְבֵקוּתָא דְקֻדְשָׁא בְרִיךְ הוּא תָּדִיר וּכְמָה דְאִינוּן מִתְדַּבְּקִין בֵּיה תָּדִיר הֲכִי נַמֵי אִיהוּ אִתְדַּבַּק בְהוּ וְלָא שָׁבִיק לוֹן לְעַלְמִין וָוָי לְרַשִּׁיעַיָּיא דִרְעוּתָא דִלְהוֹן וּדְבֵקוּתָא דִלְהוֹן מִתְרַחֲקָא מִנֵּיהּ. וְלֹא דַי לְהוּ דְמִתְרַחֲקָן מִנֵּיהּ אֶלָּא דְמִתְדַּבְּקָן בְּסִטְרָא אַחֲרָא. תָּא חֲזֵי עַמְרָם דְּאִתְדַּבַּק בֵּיהּ דְּקֻדְשָׁא בְרִיךְ הוּא נָפַק מִנֵּיהּ משֶׁה דְקֻדְשָׁא בְרִיךְ הוּא לָא אַעְדֵי מִנֵּיהּ לְעַלְמִין וּשְׁכִינְתָּא אִתְדַּבְּקַת בַּהֲדֵיהּ (בראשית כ''א כ') תָּדִיר זַכָּאָה חוּלַקֵיהּ:","",""
"Shemos","חק לישראל - פרשת שמות יום שלישי","14","","וַיֵּלֱךְ אִישׁ מִבֵּית לֵוִי וְכוּ': זֶהוּ גַּבְרִיאֵל, כְּמוֹ שֶׁנֶּאֱמַר, וְהָאִישׁ גַּבְרִיאֵל וְגוֹ'. מִבֵּית לֵוִי, זוֹ הִיא כְּנֶסֶת יִשְׂרָאֵל, הַבָּאָה מִצַד הַשְּׂמֹאל, כִּי גַּבְרִיאֵל, וַיִּקַח אֶת בַּת לֵוִי, זוֹ הִיא הַנְּשָׁמָה. שֶׁלָּמַדְנוּ בְּשָׁעָה שֶׁנּוֹלָד גּוּפוֹ שֶׁל צַדִּיק בָּעוֹלָם הַזֶּה, קוֹרֵא הַקָּדוֹשׁ בָּרוּךְ הוּא לְגַבְרִיאֵל, שֶׁהוּא לוֹקֵחַ נְשָׁמָה הַהִיא אֲשֶׁר בַּגָּן, שֶׁהוּא הַמַּלְכוּת, וּמוֹרִידָהּ לְגוּפוֹ שֶׁל הַצַדִּיק שֶׁנּוֹלָד בָּעוֹלָם הַזֶּה. וְהוּא, גַּבְרִיאֵל, נִפְקָד עָלֶיהָ וְשׁוֹמְרָהּ. וְאִי תֵּימָא הַהוּא וְכוּ': וְאִם תֹּאמַר, הֲלֹא אוֹתוֹ הַמַּלְאָךְ הַמְּמוּנֶה עַל רוּחוֹת הַצַדִּיקִים, שְׁמוֹ לַיְלָה, וְאַתָּה אוֹמֵר שֶׁהוּא גַּבְרִיאֵל, הִנֵּה כֵּן הוּא וַדַּאי שֶׁשְּׁמוֹ לַיְלָה, מִשּׁוּם שֶׁבָּא מִצַד שְׂמֹאל וְכָל הַבָּא מִצַד שְׂמֹאל נִקְרָא כֵּן. וַיֵּלֶךְ אִישׁ: זֶה עַמְרָם. וַיִּקַח אֶת בַּת לֵוִי זוֹ הִיא יוֹכֶבֶד. וּבַת קוֹל יָרְדָה וְאָמְרָה לוֹ לְעַמְרָם, שֶׁיִּזְדַוֵּג בָּהּ, כִּי הַזְּמָן קָרוֹב לִגְאֻלַּת יִשְׂרָאֵל עַל יְדֵי הַבֵּן שֶׁיּוֹלִיד מֵהֶם. וְהַקָּדוֹשׁ בָּרוּךְ הוּא עֲזָרוֹ, שֶׁלָּמַדְנוּ, הַשְּׁכִינָה שָׁרְתָה עַל מִטָּתָם, וְהַכַּוָּנָה שֶׁלָּהֶם בִּדְבֵקוּתָם יַחַד הָיְתָה בַּשְּׁכִינָה, וְעַל כֵּן לֹא הֻסְרָה הַשְּׁכִינָה מֵאוֹתוֹ הַבֵּן שֶׁהוֹלִידוּ לְקַיֵּם מַה שֶּׁכָּתוּב, וְהִתְקַדִּשְׁתֶם וִהְיִיתֶם קְדוֹשִׁים, שֶׁהָאָדָם הַמְּקַדֵּשׁ עַצְמוֹ מִלְּמַטָּה, הַקָּדוֹשׁ בָּרוּךְ הוּא מְקַדֵּשׁ אוֹתוֹ מִלְּמַעְלָה. כְּמוֹ שֶׁכַּוָּנָתָם הָיְתָה בִּדְבֵקוּת הַשְּׁכִינָה, כֵּן הִתְדַבְּקָה הַשְּׁכִינָה בְּאוֹתוֹ הַמַּעֲשֶׂה מַמָּשׁ שֶׁעָשׂוּ. אָמַר רַבִּי יִצְחָק: אַשְׁרֵיהֶם הַצַדִּיקִים, שֶׁרְצוֹנָם הוּא בִּדְבֵקוּת הַקָּדוֹשׁ בָּרוּךְ הוּא תָּמִיד, וּכְמוֹ שֶׁהֵם דְּבֵקִים בּוֹ תָּמִיד, כֵּן הוּא דָּבוּק בָּהֶם, וְאֵינוֹ עוֹזֵב אוֹתָם לְעוֹלָם. אוֹי לָרְשָׁעִים, שֶׁרְצוֹנָם וּדְבֵקוּתָם מִתְרַחֲקִים מִמֶּנּוּ, מֵהַקָּדוֹשׁ בָּרוּךְ הוּא, וְלֹא דַּי לָהֶם שֶׁמִּתְרַחֲקִים מִמֶּנּוּ, אֶלָּא עוֹד מִתְדַבְּקִים בְּצַד הָאַחֵר, בֹּא וּרְאֵה, עַמְרָם שֶׁנִּתְדַבֵּק בַּקָּדוֹשׁ בָּרוּךְ הוּא, יָצָא מִמֶּנּוּ מֹשֶה שֶׁהַקָּדוֹשׁ בָּרוּךְ הוּא לֹא סָר מִמֶּנּוּ לְעוֹלָם, וְהַשְּׁכִינָה נִתְדַבְּקָה בּוֹ תָּמִיד, אַשְׁרֵי חֶלְקוֹ.","",""
"Shemos","חק לישראל - פרשת שמות יום שלישי","15","","<h1><b>הלכה פסוקה</b></h1>","",""
"Shemos","חק לישראל - פרשת שמות יום שלישי","16","Mishneh Torah, Repentance 3:7-8","<div><b>א. </b>חֲמִשָּׁה הֵן מִיִּשְׂרָאֵל הַנִקְרָאִין יוֹצְאִין. הָאוֹמֵר שֶׁאֵין שֵׁם אֱלוֹהַ וְאֵין לָעוֹלָם מַנְהִיג. וְהָאוֹמֵר שֶׁיֵּשׁ שֵׁם מַנְהִיג אֲבָל הֵם שְׁנַיִם אוֹ יוֹתֵר. וְהָאוֹמֵר שֶׁיֵּשׁ שֵׁם רִבּוֹן אֶחָד אֲבָל שֶׁהוּא כּוֹכָב אוֹ בַעַל תְּמוּנָה. וְכֵן הָאוֹמֵר שֶׁאֵינוֹ לְבַדּוֹ הָרִאשׁוֹן וְצוּר לַכֹּל. וְכֵן הָעוֹבֵד כּוֹכָב זוּלָתוֹ כְּדֵי לִהְיוֹת מֵלִיץ בֵּינוֹ וּבֵין רִבּוֹן הָעוֹלָמִים כָּל אֶחָד מֵחֲמִשָּׁה אֵלּוּ הוּא יוֹצֵא:</div><div><b>ב. </b>שְׁלשָׁה הֵן מִיִּשְׂרָאֵל הַנִקְרָאִין אַפִּיקוֹרוֹסִין הָאוֹמֵר שֶׁאֵין שֵׁם נְבוּאָה כְּלָל וְאֵין שֵׁם מַדַע שֶׁמַּגִּיעַ מֵהַבּוֹרֵא לְלֵב בְּנֵי הָאָדָם וְהַמַּכְחִישׁ נְבוּאָתוֹ שֶׁל מֹשֶׁה רַבֵּנוּ וְהָאוֹמֵר שֶׁאֵין הַבּוֹרֵא יוֹדֵעַ מַעֲשֵׂה בְנֵי הָאָדָם כָּל אֶחָד מִשְּׁלשָׁה אֵלּוּ הֵן אַפִּיקוֹרוֹסִין:</div><div><b>ג. </b>שְׁלשָׁה הֵן מִיִּשְׂרָאֵל הַכּוֹפְרִים בַּתּוֹרָה הָאוֹמֵר שֶׁאֵין הַתּוֹרָה מֵעִם ה' אֲפִלּוּ פָּסוּק אֶחָד אֲפִלּוּ תֵּיבָה אֶחָת אִם אָמַר מֹשֶׁה אֲמָרוֹ מִפִּי עַצְמוֹ הֲרֵי זֶה כּוֹפֵר בַּתּוֹרָה. וְכֵן הַכּוֹפֵר בְּפֵירוּשָׁהּ וְהוּא תּוֹרָה שֶׁבְּעַל פֶּה. וְהַמַּכְחִישׁ מַגִּידֶיהָ כְּגוֹן צָדוֹק וּבַיְתוּס וְהָאוֹמֵר שֶׁהַבּוֹרֵא הֶחֱלִיף מִצְוָה זוּ בְּמִצְוָה אַחֶרֶת וּכְבָר בָּטְלָה תּוֹרָה זוּ אַף עַל פִּי שֶׁהִיא הָיְתָה מֵעִם ה' כָּל אֶחָד מִשְּׁלשָׁה אֵלּוּ כּוֹפֵר בַּתּוֹרָה:</div>","<div>There are five categories of atheists;<sup class=""footnote-marker"">10</sup><i class=""footnote"">Minim. G.</i> (1) he who says that there is no God and no Omnipotence; (2) he who says that there is an Omnipotence but that there are two or more such; (3) he who says that there is One Lord; but that He is corporeal and has a form; (4) Likewise one who says that He alone is not the First Cause and Creator of all; (5) likewise he who worships a star, or planet, or any other as a mediator between him and the Lord of the universe; every one of these five is an atheist.<sup class=""footnote-marker"">13</sup><i class=""footnote"">Sanhedrin, 26b. C.</i></div><div>There are three categories of infidels: (1) he who says that prophecy is altogether an invention, and that no knowledge reaches the heart of the sons of man from the Creator; (2) he who denies the prophecy of Moses our Master; (3) and he who says that the Creator knoweth not the affairs of the sons of man; every one of these three is an infidel. There are three categories of Torah traducers: (1) he who says that the Torah is not God given, even if he says that a single Verse or one word thereof was spoken by Moses on his own authority is, indeed, a traducer of the Torah; (2) he who denies its Oral explanation, that is the Oral Torah, or its exponents, even as Zaduk and Bythos did;<sup class=""footnote-marker"">14</sup><i class=""footnote"">See Abot D’Rabbi Nathan, Ch.5; also I. Chro. 5.3G.</i> (3) he who says that the Creator commuted this Duty for another duty and that the Torah had been nullified long ago though it really was God given; every one of these three is a traducer of the Torah.<sup class=""footnote-marker"">15</sup><i class=""footnote"">Sanhedrin, 90a; Ibid. 99b. C.</i></div>",""
"Shemos","חק לישראל - פרשת שמות יום שלישי","17","","<h1><b>מוסר</b></h1>","",""
"Shemos","חק לישראל - פרשת שמות יום שלישי","18","","<div><strong><span style=""color: #999999;"">ספר חרדים דף ע""ב ע""א</span></strong></div><div>כֶּשֶׁאֲנִי בֵּין הָעָם כְּיוַן שֶׁאֵין רוֹאֶה סֵתֶר לְבָבִי אֶלָּא הוּא לְבַדּוֹ וְעוֹד אֵין מַשְׁגִיחַ תָּמִיד בִּי לְהֵטִיב לִי רַק הוּא לְבַדּוֹ וְאֵין מִי שֶׁיּוּכַל לְהַצִיל אוֹתִי מִצָרָתִי זוּלָתוֹ לָכֵן לֹא יַפְסִיקוּ בֵּינִי לְבֵינוֹ הַנִּבְרָאִים כִּי כֻּלָּם כְּאַיִן נֶגְדוֹ וַאֲנִי וְהוּא לְבַדוֹ עוֹמְדִים וְהַיְינוּ דִכְתִיב (מ''ב ה') חַי הַשֵּׁם אֲשֶׁר עָמַדְתִּי לְפָנָיו וּכְתִיב (ברא' י') הִתְהַלֵּךְ לְפָנַי. כִּי תִהְיֶיןָ לְאִישׁ שְׁתֵּי נָשִׁים הָאַחַת אוֹהֲבְתוֹ וְהָאַחת שׂוֹנְאָתוֹ הֲיִתָּכֵן שֶׁיִהְיֶה לִבּוֹ וְעֵינָיו לְאוֹתָהּ שֶׁשּׂוֹנְאָתוֹ וְיִשְׁכַּח וְיַעֲזוֹב אוֹתָהּ שֶׁאוֹהֲבְתוֹ. הִנֵּה הַתּוֹרָה הִיא הָאִשָּׁה אֲשֶׁר נָתַן לְךָ ה' אֱלֹהֶיךָ לְהַנָּאָתְךְ וּלְטוֹבָתָךְ בְּהִתְהַלֶּכְךָ תַּנְחֶה אוֹתָךְ בַּיָּמִים לְהַצִילָךְ מִכָּל צָרָה וּלְפַרְנְסָךְ וּלְהַדְרִיכָךְ בְּדֶרֶךְ הַטּוֹב בַּלֵּילוֹת בְּשָׁכְבְּךָ תִּשְׁמוֹר עָלֶיךָ מִן הַמַּזִיקִין הַגּוּף וְהַנֶּפֶשׁ וַהֲקִיצוֹתָ הִיא תְשִׂיחֶךָ תְּלַמֵּד עָלֶיךָ סַנֵּיגוֹרְיָא לִתְחִיַּית הַמֵּתִים וְכֵן בְּכָל בֹּקֶר שֶׁהֲרֵי אָמְרוּ בְזוֹהַר שֶׁבְּכָל לַיְלָה דָּנִין אוֹתוֹ אִם יָקִיץ מִשְּׁנָתוֹ אוֹ יִישָׁן שְׁנַת עוֹלָם וְזֶהוּ שֶׁהִתְחִילָה תּוֹרָה בְּרֵאשִׁית כְּלוֹמַר שֶׁהַתּוֹרָה שֶׁנִּקְרֵאת רֵאשִׁית תּוֹעֶלֶת לְאָדָם בְּב' עוֹלָמוֹת. וְהָאִשָּׁה הַשֵּׁנִית שֶׁשּׂוֹנְאָתוֹ הִיא שֶׁל בָּשָׂר וָדָם וְעָלֶיהָ אָמַר הַנָּבִיא (מיכה ז') אוֹיְבֵי אִישׁ אַנְשֵׁי בֵיתוֹ כִּמְפוֹרָשׁ בִּגְמָרָא וְצִוָּה הַמֶּלֶךְ יִתְבָּרַךְ לֶאֱהוֹב אוֹתָה אַךְ עִיקָר אַהֲבָה תִּהְיֶה בָּרִאשׁוֹנָה אֵשֶׁת נְעוּרִים שֶׁמִּיּוֹם שֶׁלִּמְּדוֹ אָבִיו תּוֹרָה צִוָּה לָנוּ מִיָּד הִיא בָּאָה לְהתְיַיחֵד עִמּוֹ וּלְשָׁמְרוֹ. וְהוּא תִּקּוּן גָּדוֹל לִפְגַם הַבְּרִית שֶׁהַתּוֹרָה כֻּלָּה נִקְרֵאת בְּרִית וְזֹאת הַתּוֹרָה אֲשֵׁר סַ''ם חַיִּים:</div>","",""
"Shemos","חק לישראל - פרשת שמות יום רביעי","1","","<h1><b>תורה</b></h1>","",""
"Shemos","חק לישראל - פרשת שמות יום רביעי","2","","<small>יכוין בקריאת ששה פסוקים אלו שהם כנגד וָ דמילוי וו דשם ב''ן לקנות הארת מתוספת נפש יתרה משבת הבאה:</small>","",""
"Shemos","חק לישראל - פרשת שמות יום רביעי","3","Exodus 1:16-21","<div>א (<small>טז</small>) וַיֹּ֗אמֶר בְּיַלֶּדְכֶן֙ אֶת־הָֽעִבְרִיּ֔וֹת וּרְאִיתֶ֖ן עַל־הָאׇבְנָ֑יִם אִם־בֵּ֥ן הוּא֙ וַהֲמִתֶּ֣ן אֹת֔וֹ וְאִם־בַּ֥ת הִ֖וא וָחָֽיָה׃</div><div><small>וַאֲמַר כַּד תֶּהֶוְיָן מוֹלְדָן יָת יְהוּדַיָתָא וְתֶחְזְיָן עַל מַתְבְּרָא אִם בַּר הוּא תִּקְטְלַן יָתֵהּ וְאִם בְּרַתָּא הִיא ותְקַיְמִנַהּ:</small></div><div>(<small>יז</small>) וַתִּירֶ֤אןָ הַֽמְיַלְּדֹת֙ אֶת־הָ֣אֱלֹהִ֔ים וְלֹ֣א עָשׂ֔וּ כַּאֲשֶׁ֛ר דִּבֶּ֥ר אֲלֵיהֶ֖ן מֶ֣לֶךְ מִצְרָ֑יִם וַתְּחַיֶּ֖יןָ אֶת־הַיְלָדִֽים׃</div><div><small>וּדְחִילָא חַיָתָא מִן <b>קֳדָם</b> יְיָ וְלָא עֲבָדָא כְּמָא דְמַלִיל עִמְהֶן מַלְכָּא דְמִצְרָיִם וְקַיָמָא יָת בְּנַיָא:</small></div><div>(<small>יח</small>) וַיִּקְרָ֤א מֶֽלֶךְ־מִצְרַ֙יִם֙ לַֽמְיַלְּדֹ֔ת וַיֹּ֣אמֶר לָהֶ֔ן מַדּ֥וּעַ עֲשִׂיתֶ֖ן הַדָּבָ֣ר הַזֶּ֑ה וַתְּחַיֶּ֖יןָ אֶת־הַיְלָדִֽים׃</div><div><small>וּקְרָא מַלְכָּא דְמִצְרַיִם לְחַיָתָא וַאֲמַר לְהֶן מָה דֵין עֲבַדְתּוּן יָת פִּתְגָמָא הָדֵין וְקַיֵמְתּוּן יָת בְּנַיָא:</small></div><div>(<small>יט</small>) וַתֹּאמַ֤רְןָ הַֽמְיַלְּדֹת֙ אֶל־פַּרְעֹ֔ה כִּ֣י לֹ֧א כַנָּשִׁ֛ים הַמִּצְרִיֹּ֖ת הָֽעִבְרִיֹּ֑ת כִּֽי־חָי֣וֹת הֵ֔נָּה בְּטֶ֨רֶם תָּב֧וֹא אֲלֵהֶ֛ן הַמְיַלֶּ֖דֶת וְיָלָֽדוּ׃</div><div><small>וַאֲמָרָא חַיָתָא לְפַרְעֹה אֲרֵי לָא כִנְשַׁיָא מִצְרְיָתָא יְהוּדַיָתָא אֲרֵי חֲכִּימָן אִנוּן עַד לָא עַלַת לְוָתְהֶן חַיָתָא וִילִידָן:</small></div><div>(<small>כ</small>) וַיֵּ֥יטֶב אֱלֹהִ֖ים לַֽמְיַלְּדֹ֑ת וַיִּ֧רֶב הָעָ֛ם וַיַּֽעַצְמ֖וּ מְאֹֽד׃</div><div><small>וְאוֹטֵיב יְיָ לְחַיָתָא וּסְגִי עַמָא וּתְקִיפוּ לַחֲדָא:</small></div><div>(<small>כא</small>) וַיְהִ֕י כִּֽי־יָרְא֥וּ הַֽמְיַלְּדֹ֖ת אֶת־הָאֱלֹהִ֑ים וַיַּ֥עַשׂ לָהֶ֖ם בָּתִּֽים׃</div><div><small>וַהֲוָה כַּד דְחִילָא חַיָתָא מִן <b>קֳדָם</b> יְיָ וַעֲבַד לְהוֹן בָּתִּין:</small></div>","<div>1 (16) and he said, When you do the office of midwife to the Hebrew women, you shall look upon the birth stones; if it be a son, then you shall kill him: but if it be a daughter, then she shall live.</div><div>(17) But the midwives feared God, and did not as the king of Miżrayim commanded them, but saved the men children alive.</div><div>(18) And the king of Miżrayim called for the midwives, and said to them, Why have you done this thing, and saved the men children alive?</div><div>(19) And the midwives said to Par῾o, Because the Hebrew women are not as the Miżrian women; for they are lively, and are delivered before the midwives come to them.</div><div>(20) Therefore God dealt well with the midwives: and the people multiplied, and grew very mighty.</div><div>(21) And it came to pass, because the midwives feared God, that he made them houses.</div>",""
"Shemos","חק לישראל - פרשת שמות יום רביעי","4","","<h1><b>נביאים</b></h1>","",""
"Shemos","חק לישראל - פרשת שמות יום רביעי","5","Isaiah 28:8-13","<div>כח (<small>ח</small>) כִּ֚י כׇּל־שֻׁלְחָנ֔וֹת מָלְא֖וּ קִ֣יא צֹאָ֑ה בְּלִ֖י מָקֽוֹם׃ <span class=""mam-spi-pe"">{פ}</span> </div><div><small>אֲרֵי כָל פָּתוֹרֵיהוֹן מְלָן מֵיכַל מִגְעַל וּמְשַׁקֵץ לֵית לְהוֹן אֲתַר דִי נָקִי מִן אוֹנָס:</small></div><div>(<small>ט</small>) אֶת־מִי֙ יוֹרֶ֣ה דֵעָ֔ה וְאֶת־מִ֖י יָבִ֣ין שְׁמוּעָ֑ה גְּמוּלֵי֙ מֵחָלָ֔ב עַתִּיקֵ֖י מִשָּׁדָֽיִם׃</div><div><small>לְמַן אִתְיְהִיבַת אוֹרַיְתָא וּמַן אִתְפְּקַד לְמִסְבַּר חוּכְמָא הֲלָא לְבֵית יִשְׂרָאֵל דִרְחִימִין מִכָּל עַמְמַיָא וַחֲבִיבִין מִכָּל מַלְכְּוָתָא:</small></div><div>(<small>י</small>) כִּ֣י צַ֤ו לָצָו֙ צַ֣ו לָצָ֔ו קַ֥ו לָקָ֖ו קַ֣ו לָקָ֑ו זְעֵ֥יר שָׁ֖ם זְעֵ֥יר שָֽׁם׃</div><div><small>אֲרֵי אִתְפַּקַדוּ לְמֶעְבַּד אוֹרַיְתָא וּמָא דְאִתְפַּקַדוּ לָא צְבִיאוּ לְמֶעְבַּד וְאִתְנַבִּיאוּ עֲלֵיהוֹן נְבִיַיָא דְאִם יְתוּבוּן יִשְׁתְּבֵק לְהוֹן וּלְמִלֵי נְבִיַיָא לָא קַבִּילוּ הַלִיכוּ בַּרַעֲוַת נַפְשְׁהוֹן וְלָא חֲמִידוּ לְמֶעְבַּד אוֹרַיְתִי סְבָרוּ דְיִתְקַיֵים לְהוֹן פּוּלְחַן טַעֲוָתָא וְלָא סְבָרוּ לְפוּלְחַן בֵּית מַקְדְשִׁי כִּזְעֵר הֲוָה בְּעֵינֵיהוֹן בֵּית מַקְדָשִׁי לְמִפְלַח תַּמָן כִּזְעֵיר בְּעֵינֵיהוֹן שְׁכִנְתִּי תַּמָן:</small></div><div>(<small>יא</small>) כִּ֚י בְּלַעֲגֵ֣י שָׂפָ֔ה וּבְלָשׁ֖וֹן אַחֶ֑רֶת יְדַבֵּ֖ר אֶל־הָעָ֥ם הַזֶּֽה׃</div><div><small>אֲרֵי בְּשִׁנוּי מַמְלֵל וּבְלִישָׁן תּוֹלְעֲבָא הֲווֹ מַלְעִגִין לְקָבֵיל נְבִיַיָא דְמִתְנַבָּן לְהוֹן עַמָא הָדֵין:</small></div><div>(<small>יב</small>) אֲשֶׁ֣ר <b>׀</b> אָמַ֣ר אֲלֵיהֶ֗ם זֹ֤את הַמְּנוּחָה֙ הָנִ֣יחוּ לֶעָיֵ֔ף וְזֹ֖את הַמַּרְגֵּעָ֑ה וְלֹ֥א אָב֖וּא שְׁמֽוֹעַ׃</div><div><small>דְאָמְרִין לְהוֹן נְבִיַיָא דֵין בֵּית מַקְדְשָׁא פְּלָחוּ בֵיהּ וְדָא אַחְסָנַת בֵּית נְיָחָא וְלָא אָבוּ לְקַבָּלָא אוּלְפַן:</small></div><div>(<small>יג</small>) וְהָיָ֨ה לָהֶ֜ם דְּבַר־יְהֹוָ֗ה צַ֣ו לָצָ֞ו צַ֤ו לָצָו֙ קַ֤ו לָקָו֙ קַ֣ו לָקָ֔ו זְעֵ֥יר שָׁ֖ם זְעֵ֣יר שָׁ֑ם לְמַ֨עַן יֵלְכ֜וּ וְכָשְׁל֤וּ אָחוֹר֙ וְנִשְׁבָּ֔רוּ וְנוֹקְשׁ֖וּ וְנִלְכָּֽדוּ׃ <span class=""mam-spi-pe"">{פ}</span> </div><div><small>דֵין יְהֵי כָס פּוּרְעֲנוּתְהוֹן עַל דַעֲבָרוּ עַל פִּתְגָמָא דַייָ וְעַל דְאִתְפַּקָדוּ לְמֶעְבַּד אוֹרַיְתָא וּמָא דְאִתְפַּקַדוּ לָא צְבִיאוּ לְמֶעְבַּד בְּכֵן יִתְמַסְרוּן לְעַמְמַיָא דְלָא יְדָעוּ אוֹרַיְתָא עַל דְהַלִיכוּ בִרְעוּת נַפְשְׁהוֹן וְלָא חֲמִידוּ לְמֶעְבַּד רְעוּתִי בְּכֵן יְסַבְּרוּן לְסָעִיד בְּעִדָן דְאַיְתִי עֲלֵיהוֹן עָקָא וְלָא יְהֵי לְהוֹן סָעִיד וְסָמִיךְ עַל דַהֲוָה זְעֵיר בְּעֵינֵיהוֹן בֵּית מַקְדָשִׁי לְמִפְלָח תַּמָן בְכֵן יִשְׁתָּאֲרוּן כִּזְעֵיר בֵּינֵי עַמְמַיָא דְיִגְלוֹן לְתַמָן בְּדִיל דִיהָכוּן וְיִתְקְלוּן לַאֲחוֹרָא וְיִתַּבְּרוּן וְיִתַּצְדוּן וְיִתְאַחֲדוּן:</small></div>","<div>28 (8) For all tables are full of vomit and filth, so that there is no place clean.</div><div>(9) Whom shall one teach knowledge? and whom shall one make to understand doctrine? those that are weaned from the milk, and removed from the breasts?</div><div>(10) For it is precept upon precept, precept upon precept; line upon line, line upon line; here a little, and there a little:</div><div>(11) for with stammering lips and another tongue shall one speak to this people.</div><div>(12) When he said to them, This is the rest; cause the weary to rest and this is the refreshing: they would not hear.</div><div>(13) Therefore the word of the Lord was to them precept upon precept, precept upon precept; line upon line, line upon line; here a little, and there a little; that they might go, and fall backward, and be broken, and snared, and taken.</div>",""
"Shemos","חק לישראל - פרשת שמות יום רביעי","6","","<h1><b>כתובים</b></h1>","",""
